,clean_comment,On-hold or not
2897, todo move this in figgroup in gef param scb the suppresscalcbounds to set ,0
2898, update the titlelabel mvw this overrule the icon set initiallly why do pron need this,0
2899, todo this function attempt to optimize the more generic code in the parent which also work correctly in this case be this a good idea,0
2900, create a new checkbox menu item attach to the specified action object and append pron to the end of this menu todo this be almost a duplicate of argojmenu addcheckitem must find a way to merge param a the action for the checkbox menu item to be add return the new checkbox menu item,0
2901, todo 21 12 2008 dthompson mouseclicke pron above consume the mouse event internally so pron suspect that this line may not be necessary ,0
2902, actionaddexistingnode enable pasting of an exist node into a diagram author eugenio alvarez data access technologies todo why do pron have this class as well as actionaddexistingnodes,0
2903, the constructor todo the name parameter be use for the icon and for the tooltip this make i18n of the tooltip impossible param modeclass the next global editor mode param modeargs argument for the new mode param name the name of the command that be the tooltip text ,0
2904, fix up bad fig p due to error in early release of argouml pron can happen that there be a generalization without a child or parent p todo move into xsl pron should not remove from the graph model while pron be write to pron or pron have a possible cause of concurrent modification exception param owner,0
2905, todo the above do not work reliably in a constructor pron need a well way of get default fig setting for the own project rather than use the project manager singleton tfm,0
2906, define the method to generate source code from the model each class provide code generation functionality must implement this to be recognize by argouml as a code generator p todo a gui independent mechanism to pass setting to the code generator be need similar to what pron have for reverse engineering see link org argouml uml reveng importinterface getimportsettings and link org argouml uml reveng settingstypes since 0 20 when pron replace the filegenerator interface ,0
2907, hack do not show first column where the model element object be place ,0
2908, todo pron do not matter what these get set to because gef can not draw anything except 1 pixel wide line,0
2909, todo workaround for gef redraw problem force all child fig into the same layer,0
2910, this should not be look for a namedelement since this be not always about the name of this modelelement alone ,0
2911, p determine if the figedge be currently connect to the correct fignode if not the edge be the correct fignode set and the edge reroute p typically this be use when a user have amend from the property panel a relationship from one model element to another and the graph need to react to that change p e g if the participant of an association end be change p call a helper method layoutthistoself to avoid this edge disappear if the new source and dest be the same node todo this method be call far too frequently pron should only be call when a specific event be receive pron seem to be currently call whenever any event be receive from the owner return boolean whether or not the update be sucessful,0
2912, todo this class should be move to package org argouml uml ui behavior common behavior,0
2913, todo dependency cycle between fignodemodelelement and figedgeme be this need if so introduce a removable interface to decouple,0
2914, figmycircle be a figcircle with correct connectionpoint method this method calculate where a connected edge end p todo once pron be at gef version 0 13 1m4 this whole class can be remove since pron be take over by gef ,1
2915, compute the border point of the ellipse that be on the edge between the store upper left corner and the give parameter p todo once pron be at gef version 0 13 1m4 this method and in fact the whole class can be remove since pron be take over by gef in revision 1279 param anotherpt the remote point to which an edge be draw return the connection point on the boundary of the ellipse ,1
2916, class to display graphic for n ary association association node i e the diamond p todo improve the location of the stereotype author pepargouml yahoo es,0
2917, the constructor todo the name parameter be use for the icon and for the tooltip this make i18n of the tooltip impossible param modeclass the next global editor mode param arg the name of a new argument for the new mode param value the value of a new argument for the new mode param name the name of the command that be the tooltip text ,0
2918, todo send an event instead of call explorer directly,0
2919, set the target of the property panel the give target t may either be a diagram or a modelelement if the target give be a fig a check be make if the fig have an owning modelelement and occur on the current diagram if so that modelelement be the target deprecate as of argouml version 0 13 5 the visibility of this method will change in the future replace by link org argouml ui targetmanager targetmanager todo mvw pron think this should not be deprecate param target the new target see org argouml ui tabtarget settarget java lang object,1
2920, todo this need to use a different method than that use by the constructor if pron want to allow the method to be override,0
2921, todo can pron delegate this to a specialist figname class,0
2922, todo replace magic number with constant,0
2923, information about a source unit and pron content whether pron exist only in memory or pron be store in a file todo make this an interface instead of a class would allow more flexibility in deal with non file base resource tfm author aslo,0
2924, todo without the null check the following throw a npe so many time when pron be call from figedgemodelelement modelchange pron need to think about pron ,0
2925, todo this should be manage by the detailspane targetlistener tfm remove the follow line,0
2926, todo this can not depend on projectbrowser pron need to get the current drawing area from the diagram subsystem or gef,0
2927, create the main draggable label for the association this can be override in subclass to change behaviour todo consider introduce this to figedgemodelelement and use throughout all edge param owner own uml element param setting render setting,0
2928, mvw for this case pron have to move the call to setselecteditem outside the buildingmodel otherwise the combo do not update with the new selection see issue 5418 ,0
2929, mvw for this case pron have to move the call to setselecteditem outside the buildingmodel otherwise the combo do not update with the new selection the same do probably apply to the case above,0
2930, the fig for a permission which be a form of dependency p todo in uml 2 x the import and access permission have become packageimports with public visibility and non public visibility respectively argouml only support the import permission currently the friend permission have be drop also the type hierarchy have be reorganize so that packageimport be not a subtype of dependency author markus klink,1
2931, todo how do the press cancel become a java lang exception,0
2932, action to trigger code generation for one or more class p in fact only all name class and interface on the active diagram be generate or if this deliver an empty collection all select class interface and the content of select package be generate independent if pron be name or not p todo implement a more logical behaviour ,0
2933, todo bob say if the model element be not name pron could generate a name e g a generalization become class a class b,0
2934, hack to make sure that the right height be apply when no icon be use ,0
2935, todo this should be more extensible may be only findpanelfor target if there be a panel why not show pron,0
2936, utility function to localize the give string with help text and show pron in the status bar of the argouml window this function be use in favour of the inline call to enable later improvement e g pron would be possible to show a help balloon p todo this code be also present in other root fig param s the give string to be localize and show,0
2937, add a concurrent region to a concurrent composite state p this action can be execute with either the composite concurrent state select or one of pron concurrent region p todo move all the magic number to constant author pepargouml yahoo es,0
2938, todo improve extensibility of this,0
2939, todo make the magic number configurable,0
2940, helper method for changeconnectednode todo this should probably be in superclass association can be on several diagram type ,0
2941, return the current target deprecate as of argouml version 0 13 5 the visibility of this method will change in the future replace by link org argouml ui targetmanager targetmanager gettarget targetmanager getinstance gettarget todo mvw pron think this should not be deprecate return the target see org argouml ui tabtarget gettarget,1
2942, reroutes the connection to the old node to be connect to the new node delegate to reroutexxx for each of the 4 possible edge in a class diagram association dependency generalization link todo this should probably be in superclass many fig can be on several diagram type param newnode this be the new node that one of the end be drag to param oldnode this be the exist node that be already connect param edge this be the edge that be be drag rerouted param issource tell pron which end be be reroute ,0
2943, prevent bold event if bold do not change todo gef should manage this after gef 0 13 4 be include ,1
2944, see java awt event actionlistener actionperforme java awt event actionevent todo from combobox javadoc this method be public as an implementation side effect do not call or override pron should find some other way to implement this ,0
2945, todo this should not know about the specific type of fig that be be display that couple pron too strongly to thing pron should not need to know about tfm 20070924,0
2946, the model for the table with the tag value implementation for uml 1 4 and tagdefinitions todo this currently only support taggedvalues with a tagdefinition which have a type of string ,0
2947, todo use pron extension registration mechanism for pron internal class as well so everything be treat the same,0
2948, todo pron should really be pass the default setting to the diagram factory so pron get set at creation time,0
2949, idem e g for a generalization with leaf root object todo but show the message in the statusbar would help todo illegalargumentexception should not be use for event pron expect to happen pron need a different way of catch well formedness rule ,0
2950, the connect method specify a connection type by class be unavailable in the argouml implementation todo this should be unsupported use the 3 object version inheritdoc,0
2951, todo pron d like these to not be fill but gef will not let pron select pron if pron do that setfilled false,0
2952, gef method todo these should really be pick up automatically from some gef interface that pron extend but there be no such thing note pron have only add method use by argouml so pron be possible that external consumer need other method ,0
2953, abstract class that be the parent of all action add diagram to argouml the child of this class should implement creatediagram to do any specific action for create a diagram and isvalidnamespace that check if some namespace be valid to add the diagram to p argouml shall never create a diagram for a read only modelelement p todo this class should be merge with actionnewdiagram author jaap branderhorst xs4all nl,0
2954, todo mvw pron be not completely sure of the follow p the namespace of the diagram be e g use when create new element that be show on the diagram pron will have pron namespace set accord this pron be not necessarily equal to the owner return the namespace for the diagram,0
2955, todo use default value of appropriate type here,0
2956, set the fig style accord to attribute p todo this be never use can pron remove param fig the fig to style param attributemap a map of name value pair,0
2957, pron hang pron head in shame there be still bug in argouml and or gef that cause corruption in the model before a save take place pron repair the model in order to be as certain as possible that the save file will reload todo split into small inner class for each fix return a text that explain what be repair ,0
2958, todo the reference to the method org argouml uml ui vetoablepropertychange getvetomessage string be here but the class do exist anymore where be pron this method be never use param propertyname be the name of the property return a message or null if not applicable ,0
2959, execute this action from the command line todo the underlying gef library rely on acme that do not allow pron to create these file unless there be a window showing for this reason pron have have to split the performing of command in link org argouml application main main string so that pron can by not supply the batch option run these command with the window showing hopefully this can eventually be fix see org argouml application api commandlineinterface docommand string param argument be the file name that pron save to return true if pron be ok ,0
2960, todo make the explorer listen to project member property change to eliminate coupling on gui ,0
2961, todo associationclasse fit both of the next 2 case,0
2962, need,0
2963, todo pron can probably use this instead of all of the above legacy uml 1 3 code tfm 20070915,0
2964, todo font should not be handle any differently than other rendering attribute,0
2965, todo no one should be send the deprecated event from outside argouml but keep respond to pron for now just in case,0
2966, forwards this event to the tree model param element the modelelement to be add todo this should not be public component desire to inform the explorer of change should send event ,0
2967, todo this should not need to know about projectsettings tfm,0
2968, todo why can not pron use actionaddexistingnodes here bob ,0
2969, todo pron d like to test this in pron new guise as packageimport but pron do not have a good way to do pron currently,0
2970, constraint this code only deal with 1 supplier per dependency todo do pron need more see org argouml uml ui abstractactionaddmodelelement doit java util list,0
2971, abstract action to trigger creation of a new diagram p argouml shall never create a diagram for a read only modelelement p todo bobs say can pron merge actionadddiagram with this class author michiel,0
2972, first of all let pron set up the duplicate hash this hash contain all the duplicate key for another key todo every duplicate put be do twice but how to avoid this,0
2973, todo this should get the contain project from the list of target not from some global,0
2974, todo bob say this be a really nasty horrible hack shadowfig should not extend fignodemodelelement instead pron require a base class fignode with common behaviour of all node in argouml shadowfig should extend that and fignodemodelelement should extend that same base class add common functionality for fignode that represent model element see org argouml uml diagram ui fignodemodelelement setshadowsize int,0
2975, a window that display an exception to the user if pron can not handle pron in any other way todo this have be partly convert to be a generic error dialog rather than something specific to exception this should be rename when that process be complete ,0
2976, todo do not use hardcoded color here tfm,0
2977, author jaap branderhorst xs4all nl since jan 29 2003 todo for uml 2 x this need to be change to just a toggle which represent readonly frozen or not changeable ,1
2978, save the project param file the file to save to param pmw the progressmonitor to be update return true if successful todo separate this into a swing specific class tfm,0
2979, work in progress here to allow multiple detail pane with different content bob tarling,0
2980, todo the follow be mdr specific pron need something generic to all model subsystem tfm 20070716,0
2981, this be the main class for the gui subsystem p user of the gui subsystem i e component that be to place pron in any of the gui component register pron in this class p todo add the rest of the register to this author linus tolke since 0 21 3,0
2982, the constructor p todo be this constructor use what be the purpose with pron param n the name to be localize param sub the go rule,0
2983, todo pron should not need this reflection any more once pron have convince pron that everything with a setitemuid method be implement iitemuid,0
2984, todo support nest let expression,0
2985, this be need for a commentedge todo why do not commentedge implement iitemuid and be handle with the mechanism above ,0
2986, set the directory name where the profile can be find initially uml14 be use todo intermediate solution for uml 2 x support please implement a well solution param dir name of the directory for the profile,1
2987, todo this be in the wrong place pron be not profile specific pron need to be move to main xmi read code tfm 20060326,0
2988, this can be make public to allow other to extend pron own persister,0
2989, once all edge be connect do a compute route on each to make sure that annotation and the edge port be position correctly only do this after all edge be connect as compute route require all edge to be connect to node todo pron would be nice not to have to do this and restore annotation position instead ,0
2990, param project the argouml link project to save in file param file the link file in which an argouml link project will be persist return the persister use and usable for file throw saveexception if save the file go wrong throw interruptedexception if an interrupt occur while save todo move this to an helper class ,0
2991, todo this whole class need to be update to remove use of deprecated method and hopefully test multi root and multi project method since nov 17 2002 author jaap branderhorst xs4all nl,0
2992, method 2 assign datum immediately see end of file todo if pron ever want to extend pathitemplacement pron should modify this so that pron also recognise any subclass of pathitemplacement be the class name a pathitemplacment todo use class reference to make this dependency obvious,0
2993, todo there be cyclic dependency between actionstereotypeview and fignodemodelelement register these action opaquely since pron do not what pron be tfm,0
2994, todo do pron care,0
2995, todo break into 3 main member type model diagram and other,0
2996, get an link abstractfilepersister for file param file the link file in which an argouml link project will be persist return the appropriate persister for file or null if the file s extension do not match a supported persister todo move this to an helper class ,0
2997, find a type in a model by name fixme duplicate from the method with the same name in org argouml profile internal modelutils param s the type name param model the model return the type or code null code if the type have not be find ,0
2998, this class manage the project load in argouml and what the current project be p classes in argouml can ask this class for the current project and set the current project since pron only have one project in argouml at the moment this class do not manage a list of project like one would expect this could be a nice extension for the future of argouml as soon as the current project be change a property change event be fire p todo move everything relate to the creation of a project into the projectfactory since nov 17 2002 author jaap branderhorst xs4all nl stereotype singleton,0
2999, todo be this use in place other than on diagrams if so pron need to stay in projectsettings as well as be a diagramsetting return returns code true code if pron show stereotype in the explorer,0
3000, throw saxexception when thing go wrong with sax throw ioexception when there be an io error throw parserconfigurationexception when the parser find wrong syntax todo unused,0
3001, since this be hopefully a temporary solution and nobody ever look at the type of notation event pron can simplify from send every exist event to one event only but since there be no catch all event define pron just make one up rationale reduce the number of total refreshe of the drawing ,1
3002, prefix identify as an implementation specific class todo this should be generalize so pron do not have to be change each time a new implementation be create tfm 20051109,0
3003, todo this be temporary pron need a new list for uml 2 x the following uml 1 4 element be not in uml 2 x,1
3004, todo this be currently just a mechanical merge of the test in from the generic model test and the nsuml test pron need to be review merge author euluis since 0 19 2 version 0 00,0
3005, find a classifier with a certain name p will only return first classifier with the match name todo move to model subsystem tfm 20070307 param s be short name param ns namespace where pron do the search return the find classifier or code null code if not find ,0
3006, the uml 2 x package structure be entirely different so pron have to remap a bunch of stuff name without embed colon indicate that the entire package be remappe e g kernel core as a matter of fact the only package which do not get rename or move be usecases todo this section be very incomplete tfm,1
3007, set the uri for this project p do not use this directly use instead link org argouml persistence persistencemanager setprojecturi uri project p todo why be not this deprecated or private if pron be not to be use param theuri the uri to set ,0
3008, todo projectbrowser do not need to mediate this conversation use an event listener in the todopane to communicate instead tfm,0
3009, the project interface encapsulate all information about a designer s project pron contain the list of diagram and uml model various project property such as the author s name and default for various setting p todo this interface be mechanically refactore from the implementation class link projectimpl pron need to be review and clean up eliminate method which should be part of the public api and split the interface into small function specific e g trashcan interface author tom morris tfmorris gmail com thomas neustupny since 0 25 4 when pron replace the concrete class of the same name,0
3010, todo this should listen for new target event fire by wizstep updatetabtodo so that pron can decouple pron from the projectbrowser ,0
3011, todo should fire pron own event and projectbrowser todo should register a listener,0
3012, agency manage critic since class be not really first class object in java a singleton instance of agency be make and pass around as need the agency keep a registry of all critic that should be apply to each type of design material when a design material instance be critique pron ask agency to apply all register critic s in the current scheme there be a thread that proactively continuously critique the design at hand even if the user be idle this be simple and pron work the disadvantage be that all active critic relate to a give design material be apply regardless of the reason for the critiquing and a lot of cpu time be basically waste p todo pron be move toward a more reactionary scheme in which specific design manipulation in the editor cause critic relevant to those manipulation to be apply this transition be still half do trigger be the critique request the code for trigger be currently dormant latent p todo there be a strong dependency cycle between agency and designer pron either need to be merge into a single class or partition differently perhaps use an interface to break the cycle the designer singleton get pass to almost every single part of the critic subsystem create strong coupling throughout tfm 20070620 author jason robbins,0
3013, reply true iff this critic be relevant to the goal that the designer be try to achieve by default all critic s be relevant regardless of the goalmodel really this be something for a controlmech to compute but if a subclass of critic encapsulate some information pron may need to override this method p todo pron would like a well default action but goal be type and pron value must be interpret by critic pron be not as generic as the decisionmodel param dsgr the designer return true if relevant,0
3014, todo this be a hack a much well way of do this would be not to start the critic in the first place ,0
3015, return true iff the give todoitem be still valid and should be keep in the give designer todolist critic that be not enable should always return false so that pron todoitem will be remove subclass of critic that supply multiple offender should always override this method p by default this method basically ask the critic to again critique the offending object and then pron check if the result todoitem be the same as the one already post this be simple and pron work fine for light weight critic critic that expend a lot of computational effort in make feedback that can be easily check to see if pron still hold should override this method p todo maybe todoitem should carry some datum to make this method more efficient inheritdoc,0
3016, the decisionmodel be part of the state of the designer pron describe what type of decision or design issue the designer be think about at the current time critic that be relevant to those decision be make active critic that be not relevant be make inactive todo there be some notion that each decision have a certain importanance at a certain time but pron have not follow through on that because pron do not have good example of how to quantify the importance of a decision todo right now the individual decision be just strings maybe pron should have some non atomic structure author jason robbins,0
3017, how much control should critic have over when pron be relavant do do that in code instead of declaratively limit reasoning how do use more semantically rich method call impact componentization,0
3018, this class model the designer who be build a complex design in some application domain and need continuous feedback to aid in the making of good design decision p strong this area need work especially as pron be a central idea of argo strong p currently almost everything be hardcoded what can be configurable p the todolist be dependent on this class i e each designer have pron todolist p each designer have pron own agency which be the only class that know all the critic p this class listen to property change from p a designer can create todo items just like the critic hence the designer implement the poster interface p todo there be a strong dependency cycle between agency and designer pron either need to be merge into a single class or partition differently perhaps use an interface to break the cycle the designer singleton get pass to almost every single part of the critic subsystem create strong coupling throughout tfm 20070620 author jason robbins,0
3019, return the default type for a parameter return a classifier to use as the default type todo this belong in projectsettings tfm,0
3020, todo at the moment setselectedcomponent do not take into account the rather complex tab selection mechanism of detailspane the tab selection mechanism must be refactore ,0
3021, todoitems that the designer have explicitly indicate that s pron consider resolve p todo generalize into a design rationale logging facility ,0
3022, todo settext in gef should call setbound instead of directly change x y w h then pron will have an event generate correctly in gef,0
3023, handle fire a notation event p todo this need to be manage on a per diagram or per project basis param event the event to be fire param listener the listener ,0
3024, indicate the end of the range for notation event p todo remove this not use anyway return the last pron d reserve for event ,0
3025, handle fire a diagram appearance event p todo this need to be manage on a per diagram or per project basis param event the event to be fire param listener the listener ,0
3026, todo this be currently duplicate from metadatacache must find a common place in model facade,0
3027, andreas this be just temporary for the uml2 pre alpha version ,1
3028, set the body of an expression todo this operation be fool the user in think that the body of the object be change instead a new object be create there be no other way a mexpression can not be alter once create so this operation return a newly create object instead param handle the expression to modify param body the body to set return the newly create expression ,0
3029, todo this should happen in gef,0
3030, todo remove listener for add remove event,0
3031, prevent italic event if italic do not change todo gef should manage this after gef 0 13 4 be include ,1
3032, todo move an empty implementation to figgroup in gef,0
3033, todo note copy paste code in figentrypoint where be this code well place in gef,0
3034, todo all code below here be duplicate in figbasenode the reason be the gef defect http gef tigris org issue show bug cgi pron d 358 once pron have take a release of gef with that fix pron can remove this code ,1
3035, mode to create a link between two figclassifierrole todo provide a modefactory and then this class can become package scope author penyaskito,0
3036, mark the contain figpoly as complete todo pron think more work be need in gef to either do this automatically when both end be set or at the very least give a setcomplete method on figpolyedge that call pron contain poly,0
3037, todo this should not be hardcode 20 be the height of the spline 50 be the default activation height,0
3038, todo move the magic number 4 to a descriptive constant,0
3039, broom all the message which y coordinate be upper than the position of the broom todo provide a modefactory and then this class can become package scope author penyaskito,0
3040, this be a temporary hack until the notation provider for a sd message will be able to parse successfully when the sequence number be miss remove this method completely then ,0
3041, todo calcbound be call by selectionmanager when the fig be drag this code be need to reposition any self message as pron be become detach from pron classifier role see issue 5562 the cause of the detachment be not yet understand unfortunately calcbound be call from several other place so the code here be not optimal but be the good workaround until argouml can provide pron own replacement selectionmanager for sequence diagram requirement see http gef tigris org issue show bug cgi pron d 344,1
3042, the default behaviour from figedgemodelelement be not correct here see issue 5005 todo pron must determine what to do here but for now do nothing be well pron be not sure why the super method would not work as pron would expect that to do nothing if the end be already correct return true at all time for now,1
3043, create an empty but initialized instance of a uml parameter return an initialized uml parameter instance todo this need an extra parameter to specify the model extent where the new element should be create ,0
3044, convert to bound box very screwy gef sometimes use center and sometimes upper leave todo gef also position text at the nominal baseline which be well inside the bounding box and give the overall size incorrectly,0
3045, this be the interface for register interest in event send from the model component p neither the registration or unregistration nor the event pron contain any reference to the model implementation instead pron use the link java bean propertychangelistener link java bean propertychangeevent to deliver event p the reference to the listener be a weakreference so pron do not need to call removewhateverlistener pron can just forget about pron listener and pron be eventually finalize and remove this also mean that pron will have to keep a reference to pron listener while pron be active since the garbage collecting mechanism be not really deterministic a forgotten about listener may still receive event unless pron can handle pron in a harmless way this approach should not be use todo be this still true or do pron refer to the nsuml implementation tfm 20051109 this be part of the contract that be establish between the model subsystem and pron user if that be not fulfil by the current implementation then the current implementation be incorrect linus 20060411 p todo what event name the event name generate be link string s and pron value and meaning be not really well document in general pron be the name of an an association end or attribute in the uml metamodel p here be some highlight ul li remove event send when the element be remove ul author linus tolke,0
3046, create an empty but initialized instance of a uml method return an initialized uml method instance todo this need an extra parameter to specify the model extent where the new element should be create ,0
3047, create an empty but initialized instance of a uml binding return an initialized uml binding instance todo this need an extra parameter to specify the model extent where the new element should be create ,0
3048, return name of all metamodel value element include datatype enumeration and primitive type todo this method rightly belong in a separate interface deal with instance of mof type as oppose to uml type like all the rest of the method here do return collection contain string with name of all metatype,0
3049, return name of all metatype in metamodel todo this method rightly belong in a separate interface deal with instance of mof type as oppose to uml type like all the rest of the method here do return collection contain string with name of all metatype,0
3050, create an empty but initialized instance of a uml class return an initialized uml class instance todo this need an extra parameter to specify the model extent where the new element should be create ,0
3051, create an empty but initialized instance of a uml associationclass return an initialized uml associationclass instance todo this need an extra parameter to specify the model extent where the new element should be create ,0
3052, create an empty but initialized instance of an artifact since uml 1 4 return an initialized artifact instance todo this need an extra parameter to specify the model extent where the new element should be create ,0
3053, create an empty but initialized instance of a uml associationend return an initialized uml associationend instance todo this need an extra parameter to specify the model extent where the new element should be create ,0
3054, create an empty but initialized instance of a uml abstraction return an initialized uml abstraction instance todo this need an extra parameter to specify the model extent where the new element should be create ,0
3055, create an empty but initialized instance of a uml attribute return an initialized uml attribute instance todo this need an extra parameter to specify the model extent where the new element should be create ,0
3056, create an empty but initialized instance of a uml operation return an initialized uml operation instance todo this need an extra parameter to specify the model extent where the new element should be create ,0
3057, create an empty but initialized instance of a uml datatype return an initialized uml datatype instance todo this need an extra parameter to specify the model extent where the new element should be create ,0
3058, call by the constructor to create the figs at each end of the association todo this be temporary during refactoring process pron should override setdestfignode and setsourcefignode and create the end there that will allow the same pattern to work for uml2 where pron can not assume the connection order param sourceassociationend param destassociationend param setting,0
3059, add a new package at the top level i e a model p todo argouml currently only support one model ,0
3060, create an empty but initialized instance of a uml comment return an initialized uml comment instance todo this need an extra parameter to specify the model extent where the new element should be create ,0
3061, create an empty but initialized instance of a uml dependency return an initialized uml dependency instance todo this need an extra parameter to specify the model extent where the new element should be create ,0
3062, create an empty but initialized instance of a uml component return an initialized uml component instance todo this need an extra parameter to specify the model extent where the new element should be create ,0
3063, create an empty but initialized instance of a uml constraint return an initialized uml constraint instance todo this need an extra parameter to specify the model extent where the new element should be create ,0
3064, create an enumerationliteral return object new enumeration since uml 1 4 todo this need an extra parameter to specify the model extent where the new element should be create ,0
3065, create an empty but initialized instance of a uml elementresidence return an initialized uml elementresidence instance todo this need an extra parameter to specify the model extent where the new element should be create ,0
3066, create an empty but initialized instance of a uml interface return an initialized uml interface instance todo this need an extra parameter to specify the model extent where the new element should be create ,0
3067, create an empty but initialized instance of a uml flow return an initialized uml flow instance todo this need an extra parameter to specify the model extent where the new element should be create ,0
3068, create a uml primitivetype since uml 2 1 1 return an initialized uml primitive instance todo this need an extra parameter to specify the model extent where the new element should be create ,0
3069, build a manifestation of an element for an artifact param utilizedelement be the packageable element return manifestation todo this need an extra parameter to specify the model extent where the new element should be create ,0
3070, create a uml templateargument since uml 1 4 return an initialize templateargument instance todo this need an extra parameter to specify the model extent where the new element should be create ,0
3071, this check the order in addition to the content be that really what pron want here tfm 20070603,0
3072, build a class with a give name param name the give name return class see buildclass todo this need an extra parameter to specify the model extent where the new element should be create ,0
3073, build a method with a give name param name be the give name return method todo this need an extra parameter to specify the model extent where the new element should be create ,0
3074, recognizer for primary object a primary object be an object that be create by the parser or by a user object that be create as a side effect of import some other object be not p todo this do not belong in the facade pron be a high level function use specifically for certain reverse engineering operation tfmorris param handle candidate return true if primary object ,0
3075, recognizer for parameter s with a directionkind of return todo this be a duplicate of link hasreturnparameterdirectionkind object param handle candidate parameter return true if handle be a return parameter ,0
3076, recognizer for modelelements with package visibility todo this method name be choose for compatibility with the exist naming scheme but have the potential of clash with some future use param handle candidate return true if handle have package visibility,0
3077, recognizer for modelelements which have the singleton stereotype apply p todo move this out of the facade to someplace elese since pron be not model subsystem specific tfm 20070607 param handle candidate return true if handle be a singleton ,0
3078, this should be move to a ui action ,0
3079, return the tag value with a specific tag p warning this method return only the first taggedvalue find with the give name hence this method be a simplification of the real problem and should be avoid todo what should be do about the above problem option be to deprecate the method throw an exception if the name be ambiguous or leave the caller to figure pron out pron param handle the model element the tag value belong to param name the tag name return the find tag null if not find,0
3080, todo be this remove from uml2,0
3081, todo some of these magic number probably assume a line width of 1 replace with appropriate constant variable ,0
3082, todo this need to be manage on a per project or per model extent basis,0
3083, return all state that can be recursively contain by the give state p todo link getallpossiblesubvertice object and link getallsubstate object be duplicate as implement for mdr pron be not clear from the javadoc or usage whether pron should do different thing or this just happen because no one notice pron already have another method param ostate the composite state pron be search the state for return collection the collection with find state,0
3084, add a path to the list of path to be search when look for xmi file to resolve external reference with the list be maintain in a static structure share by all instance p todo pron be desirable to have separate search path for separate file but more work be require in argouml so that pron know how to maintain separate context for the profile and user model param path a directory path to add to the search path,0
3085, the button on selection for a stereotype p todo find a way to hide the operationscompartment on the figclass of the create metaclass author michiel,0
3086, a changecommand that update pron label p the label of this command can contain the character that will be replace with information about an object when the label be return p todo switch this to use java string formatting instead of private notation author bogdan pistol,0
3087, todo this be probably related to the sendevent that be send the signal but the association be not navigable in that direction,0
3088, todo actionstate callstate and subactivitystate have be replace in uml 2 0 by explicitly model action,1
3089, todo see if protect or need to be present in each subclass,0
3090, todo pron do not want to do this once pron have drop uml1 3 map uml 1 4 name to uml 1 3 equivalent,1
3091, todo comment by a rueckert pron do not think pron make much sense to query interaction from a collaboration in uml2 since this diagram do no longer exist and an interaction mean something different in uml2 ,0
3092, todo comment by a rueckert a rueckert gmx net pron think the handle hold the collaboration implementation should rather be a collaborationuse in uml2 but as a workaround for now pron will try to get a collaboration representation collaborationuse and then try to get the own classifier from there ,1
3093, todo this probably can not be implement in a way that will make the uml 1 4 ui happy need to be generalize to uml 2 semantic ,0
3094, todo what do pron want to use as an equivalent here,0
3095, todo be there an option pron can use to save pron argouml version,0
3096, todo just a guess probably not right tfm return handle instanceof linkenddata,0
3097, todo this do not belong in the implementation specific piece tfm,0
3098, todo the uml 1 4 concept of a multiplicity multiplicity range have be replace by a single element,0
3099, todo not sure the semantic be an exact match here between uml 1 4 aggregate and uml 2 x shared ,1
3100, todo change in uml 2 x to special type of property,1
3101, todo tagdefinitions be go from uml 2 pron be now properties of stereotypes,1
3102, todo move this out of the implementation specific piece tfm everything be primary for now ie not reverse engineer,0
3103, this keep track of the editing domain that be use to track all change to the model p todo this probably need to be a set of editingdomain so that pron can manage an editingdomain per project ,0
3104, todo this method be mostly entirely redundant tfm,0
3105, todo the javadoc specify that null should be return if from or to be null or if there be no association between pron pron should return an empty collection instead and the javadoc should be change ,0
3106, todo this be not right,0
3107, todo do corehelper getextendedclassifier object element mean all parent direct and indirect or only the direct parent,0
3108, todo what be the purpose of this why do pron hide button here presumably if so pron should not assume selectionclass,0
3109, todo pron currently delete the old value before set to something new this be a workaround to issue 6056 pron should consider give an api to get the low and upper value so that control can listen directly to those rather than the element contain those value ,1
3110, todo in uml2 x event have no parameter the event metaclass in uml1 x correspond to the trigger metaclass in uml2 x see uml superstructure page 456 ,0
